USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root          29  0.0  0.0      0     0 ?        S    Feb08   0:31 [migration/4]
root          30  0.0  0.0      0     0 ?        S    Feb08   1:55 [ksoftirqd/4]
root          32  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/4:0H-events_highpri]
root          33  0.0  0.0      0     0 ?        S    Feb08   0:00 [cpuhp/6]
root          34  0.0  0.0      0     0 ?        S    Feb08   0:00 [idle_inject/6]
root          35  0.0  0.0      0     0 ?        S    Feb08   0:30 [migration/6]
root          36  0.0  0.0      0     0 ?        S    Feb08   1:49 [ksoftirqd/6]
root          38  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/6:0H-events_highpri]
root          39  0.0  0.0      0     0 ?        S    Feb08   0:00 [cpuhp/8]
root          40  0.0  0.0      0     0 ?        S    Feb08   0:00 [idle_inject/8]
root          41  0.0  0.0      0     0 ?        S    Feb08   0:49 [migration/8]
root          42  0.0  0.0      0     0 ?        S    Feb08   1:19 [ksoftirqd/8]
root          44  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/8:0H-events_highpri]
root          45  0.0  0.0      0     0 ?        S    Feb08   0:00 [cpuhp/10]
root          46  0.0  0.0      0     0 ?        S    Feb08   0:00 [idle_inject/10]
root          47  0.0  0.0      0     0 ?        S    Feb08   0:48 [migration/10]
root          48  0.0  0.0      0     0 ?        S    Feb08   1:13 [ksoftirqd/10]
root          50  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/10:0H-events_highpri]
root          51  0.0  0.0      0     0 ?        S    Feb08   0:00 [cpuhp/12]
root          52  0.0  0.0      0     0 ?        S    Feb08   0:00 [idle_inject/12]
root          53  0.0  0.0      0     0 ?        S    Feb08   0:47 [migration/12]
root          54  0.0  0.0      0     0 ?        S    Feb08   1:12 [ksoftirqd/12]
root          56  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/12:0H-events_highpri]
root          57  0.0  0.0      0     0 ?        S    Feb08   0:00 [cpuhp/14]
root          58  0.0  0.0      0     0 ?        S    Feb08   0:00 [idle_inject/14]
root          59  0.0  0.0      0     0 ?        S    Feb08   0:47 [migration/14]
root          60  0.0  0.0      0     0 ?        S    Feb08   1:13 [ksoftirqd/14]
root          62  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/14:0H-events_highpri]
root          63  0.0  0.0      0     0 ?        S    Feb08   0:00 [cpuhp/1]
root          64  0.0  0.0      0     0 ?        S    Feb08   0:00 [idle_inject/1]
root          65  0.0  0.0      0     0 ?        S    Feb08   0:16 [migration/1]
root          66  0.0  0.0      0     0 ?        S    Feb08   1:33 [ksoftirqd/1]
root          68  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/1:0H-events_highpri]
root          69  0.0  0.0      0     0 ?        S    Feb08   0:00 [cpuhp/3]
root          70  0.0  0.0      0     0 ?        S    Feb08   0:00 [idle_inject/3]
root          71  0.0  0.0      0     0 ?        S    Feb08   0:17 [migration/3]
root          72  0.0  0.0      0     0 ?        S    Feb08   0:43 [ksoftirqd/3]
root          74  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/3:0H-events_highpri]
root          75  0.0  0.0      0     0 ?        S    Feb08   0:00 [cpuhp/5]
root          76  0.0  0.0      0     0 ?        S    Feb08   0:00 [idle_inject/5]
root          77  0.0  0.0      0     0 ?        S    Feb08   0:18 [migration/5]
root          78  0.0  0.0      0     0 ?        S    Feb08   0:38 [ksoftirqd/5]
root          80  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/5:0H-events_highpri]
root          81  0.0  0.0      0     0 ?        S    Feb08   0:00 [cpuhp/7]
root          82  0.0  0.0      0     0 ?        S    Feb08   0:00 [idle_inject/7]
root          83  0.0  0.0      0     0 ?        S    Feb08   0:18 [migration/7]
root          84  0.0  0.0      0     0 ?        S    Feb08   0:39 [ksoftirqd/7]
root          86  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/7:0H-events_highpri]
root          87  0.0  0.0      0     0 ?        S    Feb08   0:00 [cpuhp/9]
root          88  0.0  0.0      0     0 ?        S    Feb08   0:00 [idle_inject/9]
root          89  0.0  0.0      0     0 ?        S    Feb08   0:27 [migration/9]
root          90  0.0  0.0      0     0 ?        S    Feb08   0:29 [ksoftirqd/9]
root          92  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/9:0H-events_highpri]
root          93  0.0  0.0      0     0 ?        S    Feb08   0:00 [cpuhp/11]
root          94  0.0  0.0      0     0 ?        S    Feb08   0:00 [idle_inject/11]
root          95  0.0  0.0      0     0 ?        S    Feb08   0:28 [migration/11]
root          96  0.0  0.0      0     0 ?        S    Feb08   0:28 [ksoftirqd/11]
root          98  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/11:0H-events_highpri]
root          99  0.0  0.0      0     0 ?        S    Feb08   0:00 [cpuhp/13]
root         100  0.0  0.0      0     0 ?        S    Feb08   0:00 [idle_inject/13]
root         101  0.0  0.0      0     0 ?        S    Feb08   0:28 [migration/13]
root         102  0.0  0.0      0     0 ?        S    Feb08   0:28 [ksoftirqd/13]
root         104  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/13:0H-events_highpri]
root         105  0.0  0.0      0     0 ?        S    Feb08   0:00 [cpuhp/15]
root         106  0.0  0.0      0     0 ?        S    Feb08   0:00 [idle_inject/15]
root         107  0.0  0.0      0     0 ?        S    Feb08   0:28 [migration/15]
root         108  0.0  0.0      0     0 ?        S    Feb08   0:29 [ksoftirqd/15]
root         110  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/15:0H-events_highpri]
root         113  0.0  0.0      0     0 ?        S    Feb08   0:00 [kdevtmpfs]
root         114  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-inet_]
root         116  0.0  0.0      0     0 ?        S    Feb08   0:00 [kauditd]
root         117  0.0  0.0      0     0 ?        S    Feb08   0:06 [khungtaskd]
root         118  0.0  0.0      0     0 ?        S    Feb08   0:00 [oom_reaper]
root         120  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-write]
root         121  0.0  0.0      0     0 ?        S    Feb08   4:50 [kcompactd0]
root         122  0.0  0.0      0     0 ?        SN   Feb08   0:00 [ksmd]
root         123  0.0  0.0      0     0 ?        SN   Feb08   0:21 [khugepaged]
root         124  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-kinte]
root         125  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-kbloc]
root         126  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-blkcg]
root         127  0.0  0.0      0     0 ?        S    Feb08   0:03 [irq/9-acpi]
root         131  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-tpm_d]
root         132  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-ata_s]
root         133  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-md]
root         134  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-md_bi]
root         135  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-edac-]
root         137  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-devfr]
root         138  0.0  0.0      0     0 ?        S    Feb08   0:00 [watchdogd]
root         139  0.0  0.0      0     0 ?        I<   Feb08   0:05 [kworker/0:1H-kblockd]
root         141  0.0  0.0      0     0 ?        S    Feb08   0:00 [irq/25-AMD-Vi0-Evt]
root         142  0.0  0.0      0     0 ?        S    Feb08   0:00 [irq/26-AMD-Vi0-PPR]
root         143  0.0  0.0      0     0 ?        S    Feb08   0:00 [irq/27-AMD-Vi0-GA]
root         144  0.0  0.0      0     0 ?        S    Feb08   0:16 [kswapd0]
root         145  0.0  0.0      0     0 ?        S    Feb08   0:00 [ecryptfs-kthread]
root         147  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-kthro]
root         148  0.0  0.0      0     0 ?        S    Feb08   0:00 [irq/30-pciehp]
root         159  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-acpi_]
root         161  0.0  0.0      0     0 ?        S    Feb08   0:54 [hwrng]
root         163  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-mld]
root         164  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-ipv6_]
root         166  0.0  0.0      0     0 ?        I<   Feb08   0:06 [kworker/8:1H-kblockd]
root         172  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-kstrp]
root         189  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-charg]
root         213  0.0  0.0      0     0 ?        I<   Feb08   0:05 [kworker/2:1H-kblockd]
root         216  0.0  0.0      0     0 ?        I<   Feb08   0:02 [kworker/1:1H-kblockd]
root         218  0.0  0.0      0     0 ?        I<   Feb08   0:06 [kworker/14:1H-kblockd]
root         251  0.0  0.0      0     0 ?        I<   Feb08   0:06 [kworker/12:1H-kblockd]
root         252  0.0  0.0      0     0 ?        I<   Feb08   0:02 [kworker/15:1H-kblockd]
root         255  0.0  0.0      0     0 ?        I<   Feb08   0:02 [kworker/11:1H-kblockd]
root         256  0.0  0.0      0     0 ?        I<   Feb08   0:02 [kworker/7:1H-kblockd]
root         257  0.0  0.0      0     0 ?        I<   Feb08   0:02 [kworker/3:1H-kblockd]
root         258  0.0  0.0      0     0 ?        I<   Feb08   0:02 [kworker/9:1H-kblockd]
root         259  0.0  0.0      0     0 ?        I<   Feb08   0:05 [kworker/6:1H-kblockd]
root         260  0.0  0.0      0     0 ?        I<   Feb08   0:02 [kworker/13:1H-kblockd]
root         261  0.0  0.0      0     0 ?        I<   Feb08   0:02 [kworker/5:1H-kblockd]
root         265  0.0  0.0      0     0 ?        I<   Feb08   0:05 [kworker/4:1H-kblockd]
root         267  0.0  0.0      0     0 ?        I<   Feb08   0:06 [kworker/10:1H-kblockd]
root         295  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-nvme-]
root         296  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-nvme-]
root         300  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-nvme-]
root         303  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-nvme-]
root         483  0.0  0.0      0     0 ?        S    Feb08  14:58 [jbd2/nvme0n1p2-8]
root         484  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-ext4-]
root         552  0.3  0.2 178816 110780 ?       Ss   Feb08 181:29 /usr/lib/systemd/systemd-journald
root         641  0.0  0.0  30984  9044 ?        Ss   Feb08   0:31 /usr/lib/systemd/systemd-udevd
root         688  0.0  0.0      0     0 ?        S    Feb08   0:00 [psimon]
root         840  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-ktpac]
root         842  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-ipmi-]
root         888  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-cfg80]
root         889  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-crypt]
root         899  0.9  0.0      0     0 ?        S    Feb08 440:16 [irq/95-iwlwifi:default_queue]
root         900  0.0  0.0      0     0 ?        S    Feb08  17:31 [irq/96-iwlwifi:queue_1]
root         901  0.0  0.0      0     0 ?        S    Feb08  20:36 [irq/97-iwlwifi:queue_2]
root         902  0.0  0.0      0     0 ?        S    Feb08  15:27 [irq/98-iwlwifi:queue_3]
root         903  0.0  0.0      0     0 ?        S    Feb08  17:02 [irq/99-iwlwifi:queue_4]
root         904  0.0  0.0      0     0 ?        S    Feb08  29:41 [irq/100-iwlwifi:queue_5]
root         905  0.0  0.0      0     0 ?        S    Feb08  17:25 [irq/101-iwlwifi:queue_6]
root         906  0.0  0.0      0     0 ?        S    Feb08  17:40 [irq/102-iwlwifi:queue_7]
root         907  0.0  0.0      0     0 ?        S    Feb08  29:51 [irq/103-iwlwifi:queue_8]
root         908  0.0  0.0      0     0 ?        S    Feb08  17:53 [irq/104-iwlwifi:queue_9]
root         909  0.0  0.0      0     0 ?        S    Feb08  16:02 [irq/105-iwlwifi:queue_10]
root         910  1.2  0.0      0     0 ?        S    Feb08 560:43 [irq/106-iwlwifi:queue_11]
root         911  0.0  0.0      0     0 ?        S    Feb08  18:16 [irq/107-iwlwifi:queue_12]
root         912  0.0  0.0      0     0 ?        S    Feb08  17:27 [irq/108-iwlwifi:queue_13]
root         913  0.0  0.0      0     0 ?        S    Feb08  18:53 [irq/109-iwlwifi:queue_14]
root         914  0.0  0.0      0     0 ?        S    Feb08   0:00 [irq/110-iwlwifi:exception]
root        1079  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-amdgp]
root        1089  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-ttm]
root        1090  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-amdgp]
root        1091  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-amdgp]
root        1092  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-amdgp]
root        1093  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-amdgp]
root        1094  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-dm_vb]
root        1095  0.0  0.0      0     0 ?        S    Feb08   0:00 [card1-crtc0]
root        1096  0.0  0.0      0     0 ?        S    Feb08   0:00 [card1-crtc1]
root        1097  0.0  0.0      0     0 ?        S    Feb08   0:00 [card1-crtc2]
root        1098  0.0  0.0      0     0 ?        S    Feb08   0:00 [card1-crtc3]
systemd+    1426  0.3  0.0  25596 16024 ?        Ss   Feb08 174:49 /usr/lib/systemd/systemd-resolved
systemd+    1427  0.0  0.0  91044  7372 ?        Ssl  Feb08   0:08 /usr/lib/systemd/systemd-timesyncd
avahi       1537  0.0  0.0   8888  4424 ?        Ss   Feb08   1:06 avahi-daemon: running [paramita.local]
root        1539  1.4  0.0  16440  8604 ?        Ss   Feb08 692:20 /usr/libexec/bluetooth/bluetoothd
message+    1540  3.6  0.0  13888  8192 ?        Ss   Feb08 1689:49 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
gnome-r+    1543  0.0  0.0 439204 15524 ?        Ssl  Feb08   0:00 /usr/libexec/gnome-remote-desktop-daemon --system
polkitd     1553  0.0  0.0 384828 11320 ?        Ssl  Feb08   0:02 /usr/lib/polkit-1/polkitd --no-debug
root        1557  0.0  0.0 310988  7320 ?        Ssl  Feb08   0:00 /usr/libexec/power-profiles-daemon
root        1571  0.0  0.0  18964  9048 ?        S<s  Feb08   0:08 /usr/lib/systemd/systemd-logind
root        1572  0.0  0.0 313544 10268 ?        Ssl  Feb08   0:34 /usr/libexec/accounts-daemon
root        1573  0.0  0.0   6760  2664 ?        Ss   Feb08   0:25 /usr/sbin/cron -f -P
root        1574  0.0  0.0 307164  6452 ?        Ssl  Feb08   0:00 /usr/libexec/switcheroo-control
root        1576  0.0  0.0 470872 13968 ?        Ssl  Feb08   0:42 /usr/libexec/udisks2/udisksd
avahi       1604  0.0  0.0   8476  1300 ?        S    Feb08   0:00 avahi-daemon: chroot helper
root        1630  1.8  0.0 408316 20724 ?        Ssl  Feb08 844:25 /usr/sbin/NetworkManager --no-daemon
root        1756  0.0  0.0 392100 12804 ?        Ssl  Feb08   0:01 /usr/sbin/ModemManager
root        1923  0.0  0.0 1646068 17608 ?       Ssl  Feb08   0:10 /usr/bin/mullvad-daemon -v --disable-stdout-timestamps
root        1939  0.0  0.0 112828 22144 ?        Ssl  Feb08   0:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root        1945  0.0  0.1 2910628 50112 ?       Ssl  Feb08  29:01 /usr/bin/containerd
root        2022  0.0  0.0 312160  9408 ?        Ssl  Feb08   0:00 /usr/sbin/gdm3
rtkit       2252  0.0  0.0  22940  3396 ?        SNsl Feb08   0:21 /usr/libexec/rtkit-daemon
root        2329  0.0  0.0      0     0 ?        S<   Feb08   0:00 [krfcommd]
colord      2346  0.0  0.0 321564 18788 ?        Ssl  Feb08   0:00 /usr/libexec/colord
root        2528  1.7  0.1 355564 53344 ?        Ssl  Feb08 807:11 /usr/libexec/upowerd
root        2851  0.0  0.0  17252  5688 tty1     Ss+  Feb08   0:00 /usr/lib/systemd/systemd-sulogin-shell emergency
root        2855  0.0  0.0   6712  2652 tty1     S+   Feb08   0:00 /usr/sbin/sulogin
root        2886  0.0  0.2 3255052 87780 ?       Ssl  Feb08   5:36 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
kernoops    2897  0.0  0.0  12744  2268 ?        Ss   Feb08   0:02 /usr/sbin/kerneloops --test
kernoops    2904  0.0  0.0  12744  2400 ?        Ss   Feb08   0:02 /usr/sbin/kerneloops
root        2926  0.0  0.0  25192  9284 ?        Ss   Feb08   0:00 nginx: master process /usr/sbin/nginx -g daemon on; master_process on;
root        2951  0.0  0.0  78072 18084 ?        Ss   Feb08   1:03 /usr/sbin/nmbd --foreground --no-process-group
root        2961  0.0  0.0  90344 26192 ?        Ss   Feb08   0:07 /usr/sbin/smbd --foreground --no-process-group
root        2967  0.0  0.0  87796  6672 ?        S    Feb08   0:02 smbd: notifyd .
root        2969  0.0  0.0  87804  6364 ?        S    Feb08   0:02 smbd: cleanupd 
root        3258  0.0  0.0 1238460 13508 ?       Sl   Feb08   2:36 /usr/bin/containerd-shim-runc-v2 -namespace moby -id ad462addac59d4cc8f739806763b92242d9a723af821ad0f19cfd3bca456190c -address /run/containerd/containerd.sock
root        3299  0.0  0.0    436   100 ?        Ss   Feb08   0:00 /package/admin/s6/command/s6-svscan -d4 -- /run/service
root        3342  0.0  0.0    216    72 ?        S    Feb08   0:00 s6-supervise s6-linux-init-shutdownd
root        3344  0.0  0.0    204    56 ?        Ss   Feb08   0:00 /package/admin/s6-linux-init/command/s6-linux-init-shutdownd -d3 -c /run/s6/basedir -g 3000 -C -B
root        3357  0.0  0.0    216    64 ?        S    Feb08   0:00 s6-supervise s6rc-fdholder
root        3358  0.0  0.0    216    76 ?        S    Feb08   0:00 s6-supervise s6rc-oneshot-runner
root        3367  0.0  0.0    208    64 ?        Ss   Feb08   0:00 /package/admin/s6/command/s6-ipcserverd -1 -- /package/admin/s6/command/s6-ipcserver-access -v0 -E -l0 -i data/rules -- /package/admin/s6/command/s6-sudod -t 30000 -- /package/admin/s6-rc/command/s6-rc-oneshot-run -l ../.. --
root        3410  0.0  0.0    216    72 ?        S    Feb08   0:00 s6-supervise home-assistant
root        3411  2.0  1.1 1468748 460760 ?      Ssl  Feb08 972:20 python3 -m homeassistant --config /config
root        3530  0.0  0.0 1241268 19156 ?       Sl   Feb08   2:23 /bin/go2rtc -c /tmp/go2rtc_r052s4dr.yaml
root        3541  0.0  0.0      0     0 ?        I<   Feb08   0:00 [kworker/R-tls-s]
flancian    3554  0.0  0.0  22264 13176 ?        Ss   Feb08  10:31 /usr/lib/systemd/systemd --user
flancian    3560  0.0  0.0  21456  3676 ?        S    Feb08   0:00 (sd-pam)
flancian    3574  0.0  0.0 115548 26996 ?        Ss   Feb08  23:44 /usr/bin/appimagelauncherd
flancian    3576  0.0  0.0   8356  3988 ?        Ss   Feb08  34:44 /bin/bash /home/flancian/garden/autopush.sh
flancian    3612  0.0  0.0  15784 11112 ?        Ss   Feb08  17:07 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root       38294  0.0  0.0 239936 11948 ?        Sl   Feb08   0:00 gdm-session-worker [pam/gdm-password]
flancian   38439  0.0  0.0 314052  9892 ?        SLsl Feb08   0:01 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
flancian   38475  0.0  0.0 233032  5876 tty2     Ssl+ Feb08   0:00 /usr/libexec/gdm-wayland-session --register-session sway
flancian   38483  0.0  0.1 1572644 54284 tty2    Sl+  Feb08  44:42 sway
flancian   38595  0.0  0.0   2800  1804 ?        S    Feb08   0:00 sh -c xss-lock --transfer-sleep-lock -- swaylock
flancian   38597  0.0  0.0 307192  6484 ?        Sl   Feb08   0:00 xss-lock --transfer-sleep-lock -- swaylock
flancian   38600  0.0  0.0   2800  1808 ?        S    Feb08   0:00 sh -c nm-applet
flancian   38603  0.0  0.0 497468 27440 ?        Sl   Feb08   5:05 nm-applet
flancian   38606  0.0  0.0  26772 19216 ?        Ss   Feb08   0:05 /home/flancian/.local/pipx/venvs/autotiling/bin/python /home/flancian/.local/bin/autotiling
flancian   38620  0.0  0.0   2800  1812 ?        S    Feb08   0:00 sh -c swaybg -c#000000
flancian   38621  0.0  0.0  15208  5664 ?        S    Feb08   0:00 swaybg -c#000000
flancian   38622  0.0  0.0 162652  6624 ?        Ssl  Feb08   0:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
flancian   38625  0.0  0.0   2800  1600 ?        S    Feb08   0:00 sh -c mako
flancian   38628  0.0  0.2 197404 86168 ?        Sl   Feb08   0:40 mako
flancian   38649  0.0  0.0 311640  7656 ?        Ssl  Feb08   0:00 /usr/libexec/gvfsd
flancian   38660  0.0  0.0   2800  1808 ?        S    Feb08   0:00 sh -c ~/bin/redshift
flancian   38663  0.0  0.0   7312  3440 ?        S    Feb08   0:00 /bin/bash /home/flancian/bin/redshift
flancian   38667  0.0  0.0   7312  3488 ?        S    Feb08   0:00 /bin/bash /home/flancian/bin/gammastep -l 47:8 -t 6500:4000
flancian   38668  0.0  0.0   2800  1808 ?        S    Feb08   0:00 sh -c /usr/bin/pasystray
flancian   38670  0.0  0.0   9772  5072 ?        S    Feb08   5:48 /usr/bin/gammastep -v -t 6500 3141 -l 47.37 8.54
flancian   38672  0.0  0.0 457032  6720 ?        Sl   Feb08   0:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
flancian   38673  0.1  0.7 1467160 306944 ?      Sl   Feb08  61:48 /usr/bin/pasystray
flancian   38708  0.0  0.0 1143676 35644 tty2    Sl+  Feb08   4:32 Xwayland :0 -rootless -core -terminate 10 -listenfd 30 -listenfd 31 -displayfd 65 -wm 62
flancian   38710  0.0  0.0 383024  7800 ?        Ssl  Feb08   0:00 /usr/libexec/at-spi-bus-launcher
flancian   38717  0.0  0.0   9476  5048 ?        S    Feb08   0:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus_0
flancian   38762  0.0  0.0 236068  7316 ?        Sl   Feb08   0:00 /usr/libexec/at-spi2-registryd --use-gnome-session
flancian   38794  0.0  0.0  14280  7320 ?        Ss   Feb08   0:00 /usr/bin/foot --server=3
flancian   38795  0.8  0.3 609204 137668 ?       Ssl  Feb08 404:36 python3 /usr/bin/gammastep-indicator
flancian   38797  0.0  0.0   9772  5036 ?        Ss   Feb08   1:17 /usr/bin/gammastep
flancian   38798  0.0  0.0  49072  7288 ?        Ss   Feb08   0:00 /usr/libexec/bluetooth/obexd
flancian   38818  0.0  0.0 700472 16896 ?        Ssl  Feb08   2:36 /usr/libexec/xdg-desktop-portal
flancian   38820  0.0  0.0   9384  5004 ?        S    Feb08   1:15 /usr/bin/gammastep -v
flancian   38827  0.0  0.0 681392  7092 ?        Ssl  Feb08   0:00 /usr/libexec/xdg-document-portal
flancian   38838  0.0  0.0 306804  5972 ?        Ssl  Feb08   0:00 /usr/libexec/xdg-permission-store
root       38845  0.0  0.0   2704  2060 ?        Ss   Feb08   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
flancian   38849  0.0  0.1 1168656 65372 ?       Ssl  Feb08   0:09 /usr/libexec/xdg-desktop-portal-gtk
flancian   38909  0.0  0.0  26752 18988 ?        Ss   Feb08   0:05 /home/flancian/.local/pipx/venvs/autotiling/bin/python /home/flancian/.local/bin/autotiling
flancian   39061  0.0  0.0 307240  6872 ?        Ssl  Feb08   0:00 /usr/libexec/flatpak-session-helper
flancian   39066  0.0  0.0   4436   752 ?        Ss   Feb08   0:00 server --sh -n /run/user/1000/.flatpak-helper/pkcs11-flatpak-39061 --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
flancian   39100  0.0  0.0 367984 17548 ?        Ssl  Feb08   0:03 /usr/libexec/flatpak-portal
flancian   46375  0.1  0.4 220224 163136 ?       Ss   Feb08  51:31 tmux new-session -t 0 ; new-window
flancian   46445  0.0  0.0   9076  5656 pts/5    Ss+  Feb08   0:00 -bash
flancian   46450  0.0  0.0   9076  5952 pts/6    Ss   Feb08   0:00 -bash
root       48481  0.0  0.0      0     0 ?        I    18:00   0:00 [kworker/5:0-mm_percpu_wq]
root       48502  0.0  0.0      0     0 ?        I    18:00   0:00 [kworker/13:2]
root       48515  0.0  0.0      0     0 ?        I    18:00   0:00 [kworker/9:0]
root       66808  0.0  0.0 2357916 38400 ?       Ssl  Mär08   0:52 /usr/lib/snapd/snapd
root      132410  1.7  0.3 581228 148016 ?       Ssl  Feb08 818:02 /usr/libexec/fwupd/fwupd
flancian  165565  0.0  0.0   9076  5760 pts/2    Ss+  Mär09   0:00 -bash
root      251603  0.0  0.0      0     0 ?        I    20:00   0:00 [kworker/7:0-mm_percpu_wq]
root      251611  0.0  0.0      0     0 ?        I    20:00   0:00 [kworker/11:2-mm_percpu_wq]
root      262507  0.0  0.0  18380 11896 ?        Ss   Mär05   0:09 /usr/sbin/wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev
root      320284  0.0  0.0      0     0 ?        I    21:00   0:00 [kworker/8:0-mm_percpu_wq]
